Name,Age,Gender,Hours_Studied,IQ,Physics_Marks,Math_Marks,Chemistry_Marks,Has_Part_Time_Job,Study_Hours_Group
Emily Davis,44,Female,3.274901799,92,72,79,65,FALSE,Low
Barry Suarez,25,Female,6.091127099,108,93,56,63,FALSE,High
Elizabeth Cabrera,35,Female,3.022905125,129,92,74,91,FALSE,Low
George Delacruz,23,Female,3.079923251,96,43,55,59,TRUE,Low
Kevin Shepherd,29,Male,5.079933328,81,92,56,90,TRUE,High
Randy Rose,32,Male,1.549903105,114,51,59,48,TRUE,Low
Cindy Lewis,18,Male,5.252924694,105,79,81,48,TRUE,High
Mario Hill,42,Female,4.723483932,136,61,80,59,FALSE,Low
Vanessa James,33,Female,3.804746863,115,46,80,54,FALSE,Low
Alex Wallace,32,Male,3.70420946,91,56,73,66,FALSE,Low
David Richard,35,Female,4.891008788,124,63,72,76,TRUE,Low
Michele Hodges,19,Female,1.629340541,132,61,65,64,FALSE,Low
Andrea Davidson,29,Male,1.25253894,110,96,90,53,FALSE,Low
Ashley Mcdonald,39,Male,3.630492427,126,65,83,87,TRUE,Low
Isaac Burton,20,Female,4.763812564,102,60,42,83,FALSE,Low
Jacob Pearson,42,Female,5.339343233,106,52,48,41,TRUE,High
Mark Lane,35,Male,3.603887955,98,54,95,85,FALSE,Low
Angela Hall,45,Female,4.239302761,85,66,64,95,FALSE,Low
Brad Collins,41,Female,3.080282849,126,70,52,66,FALSE,Low
Mary Martinez,31,Female,2.193021678,127,72,86,61,FALSE,Low
Scott Welch,36,Male,5.317686064,113,95,99,63,FALSE,High
Olivia Humphrey,45,Male,1.548687492,80,94,59,67,FALSE,Low
Catherine Bennett,28,Female,6.796881782,83,41,42,67,FALSE,High
Megan Morrison,27,Female,2.633671834,86,50,47,94,TRUE,Low
Micheal Burns,36,Female,2.310493881,133,84,41,85,FALSE,Low
Kevin Moore,27,Male,6.837443579,139,48,72,59,FALSE,High
Jacob Howell,27,Female,4.763262037,123,58,50,96,FALSE,Low
John Townsend,32,Male,7.928773055,138,99,96,92,TRUE,High
George Rhodes,18,Female,5.649235204,146,87,43,95,FALSE,High
Cody Kim,32,Female,4.741931609,82,74,63,71,FALSE,Low
Tanya Adams,26,Female,1.662138207,121,80,81,99,FALSE,Low
Anna Kennedy,44,Female,6.556630504,91,66,80,52,TRUE,High
Debra Bowers,19,Male,7.053840878,117,62,44,87,TRUE,High
Brian Brewer,40,Male,3.792133333,106,84,58,71,FALSE,Low
Jason Harper,32,Male,8.387128211,107,97,50,54,FALSE,High
Kathryn Kennedy,45,Female,3.333355825,98,78,81,59,TRUE,Low
Robert Johnson,30,Female,6.20094651,99,40,42,78,TRUE,High
Nicholas Robinson,23,Female,8.879609748,144,61,51,98,FALSE,High
Mikayla Baker,43,Female,9.186231646,142,60,72,93,TRUE,High
Jonathan Norman,38,Male,7.225458721,132,62,94,41,TRUE,High
Michael Rice,38,Male,1.191764203,92,94,79,97,TRUE,Low
Dorothy Murphy,18,Female,8.579389369,110,59,65,53,FALSE,High
Thomas Harrington,22,Female,7.886012896,107,51,48,54,TRUE,High
Thomas Fitzgerald,27,Male,8.766745658,94,65,95,55,TRUE,High
Sabrina Miller,25,Female,2.568451813,116,69,72,79,TRUE,Low
Michael Beltran,41,Female,7.634709789,147,71,54,51,TRUE,High
Jennifer Williams,34,Male,2.190991937,129,56,79,93,TRUE,Low
Justin Snyder,37,Female,3.001751278,95,47,55,81,TRUE,Low
Danielle Le,40,Male,2.667654269,89,88,92,96,FALSE,Low
Trevor Harris,45,Male,8.823433287,93,92,93,63,TRUE,High
Mandy Warner,39,Male,6.333443972,114,44,78,98,TRUE,High
Taylor Pope,42,Male,1.997557383,116,71,60,83,FALSE,Low
Edward Dean,41,Female,2.707462303,127,93,43,40,FALSE,Low
Samuel Cook,38,Male,8.4003801,144,64,93,96,TRUE,High
Andrea Perkins,26,Female,5.016758201,90,99,90,74,TRUE,High
Roberto Thomas,22,Male,5.330014154,106,58,86,98,TRUE,High
Eric Cunningham,21,Female,7.432616996,106,58,99,74,FALSE,High
Jeffrey Wade,42,Female,8.741301068,142,86,52,52,FALSE,High
Mrs. Colleen Smith MD,20,Female,4.032263725,104,73,68,99,TRUE,Low
Shelby Gould,30,Male,6.369632955,87,45,47,97,TRUE,High
Brian Love,19,Female,8.279976177,87,44,81,55,TRUE,High
William Schultz,39,Female,3.879541442,118,74,95,97,FALSE,Low
Amy Sims,38,Male,8.894022349,143,87,97,50,FALSE,High
Carol Howell,22,Female,4.27479599,83,64,82,93,TRUE,Low
Patrick Bartlett,33,Male,2.073601469,120,95,68,43,FALSE,Low
Clinton Hunt,30,Female,7.570295588,113,50,56,77,FALSE,High
Caroline Jenkins,31,Male,8.344114978,108,65,62,88,FALSE,High
Diana Guzman,28,Male,7.571921897,95,71,76,74,FALSE,High
Jason Black,42,Female,3.833074332,132,90,75,66,TRUE,Low
Jeffrey Hines,44,Female,6.772430531,82,54,46,86,TRUE,High
Mary Levy,23,Male,2.445353002,117,68,42,97,FALSE,Low
James Warren,32,Male,3.60770328,92,69,67,70,TRUE,Low
Shirley Parker,32,Male,4.668942278,83,53,41,52,TRUE,Low
Samuel Wood,38,Female,8.997301556,112,92,77,70,TRUE,High
Cheyenne Arias,30,Male,4.755782447,104,46,53,85,TRUE,Low
Craig Callahan,42,Male,8.566163493,108,88,63,67,TRUE,High
Scott Miller,27,Female,3.181726679,93,78,62,82,FALSE,Low
Alvin Evans,30,Male,3.707551171,132,77,64,97,TRUE,Low
Tina Sellers,40,Female,5.734080156,118,57,46,54,TRUE,High
Kayla Stout,28,Female,2.249201749,150,55,65,58,FALSE,Low
Kenneth Schultz,20,Female,4.297916368,121,67,99,94,FALSE,Low
Connor Li,21,Male,1.293064693,134,47,48,73,TRUE,Low
Austin Ray,24,Female,3.871695627,98,66,90,44,FALSE,Low
David Sanchez,36,Female,6.936352706,136,88,48,86,TRUE,High
Melanie Coffey,45,Female,8.024538869,99,80,81,53,TRUE,High
Victor English,20,Male,2.186125624,128,80,50,85,TRUE,Low
Jenny Mayo,30,Female,9.289351164,136,56,54,63,FALSE,High
Shelby Mccormick,36,Female,2.732623939,132,70,84,87,TRUE,Low
Lindsey Perry,27,Male,3.79830424,87,81,63,99,FALSE,Low
William Cox,33,Female,7.837723711,96,59,82,96,TRUE,High
Courtney Dennis,44,Female,8.952687762,85,57,98,93,TRUE,High
Aaron Higgins,33,Female,1.136793402,144,52,89,80,FALSE,Low
Karen Butler,36,Female,7.530370451,135,54,50,89,TRUE,High
Ariana Morris,23,Male,5.33118811,122,72,60,63,FALSE,High
Erika Foley,44,Female,8.173228828,132,43,68,42,TRUE,High
Vanessa Gray,29,Female,8.784998948,143,79,95,50,FALSE,High
Susan Bowers,28,Female,8.099215842,145,50,43,43,TRUE,High
Cheryl Carpenter,36,Female,1.422773498,148,95,52,67,TRUE,Low
Richard Robertson,36,Male,2.979963221,133,65,91,50,TRUE,Low
Kevin Diaz,45,Male,6.3925118,148,49,92,55,TRUE,High
Amy Vargas,23,Male,4.721942317,95,83,46,97,FALSE,Low
Rebekah Williams,21,Male,1.082817484,91,59,90,69,FALSE,Low
Jack Williams,36,Female,3.670301513,87,78,87,93,TRUE,Low
Tommy Nichols,44,Female,7.048563379,99,67,64,42,TRUE,High
John Martin,35,Female,1.032370186,98,42,42,93,TRUE,Low
Alexis Wagner,30,Female,8.213565712,101,65,91,87,TRUE,High
Mr. Bryan Faulkner,43,Male,8.322378397,104,88,92,97,FALSE,High
Leslie Harrison,23,Male,3.114064475,129,79,95,59,FALSE,Low
Jon Dennis,18,Male,5.098474723,104,89,73,87,FALSE,High
Jade Sellers,30,Female,8.864846066,83,74,56,99,TRUE,High
Douglas Dean,24,Male,9.138835124,81,60,58,54,TRUE,High
William Charles,29,Female,1.494165147,122,63,59,90,TRUE,Low
Kathryn Lawson,24,Male,5.257797693,81,77,86,99,FALSE,High
Erin Strickland,32,Female,7.441247134,96,98,92,52,TRUE,High
Jennifer Rodriguez,37,Male,2.750247298,85,97,52,67,FALSE,Low
Sean Sanchez,37,Male,4.859388046,98,92,56,98,TRUE,Low
William Fox,30,Male,1.738073265,111,54,75,82,TRUE,Low
Tiffany Fields,19,Female,3.161842403,102,68,95,64,TRUE,Low
Shelly Watkins,39,Male,5.94377793,138,63,59,64,TRUE,High
Christy Douglas,20,Male,6.716950903,120,41,71,48,TRUE,High
Sydney Salazar,39,Male,7.3844684,80,88,40,69,TRUE,High
Cindy Parker,22,Male,5.338063834,134,72,84,77,TRUE,High
Joshua Perez,34,Female,9.025927101,90,85,74,72,TRUE,High
Anthony Sims,39,Male,8.836743668,121,84,54,59,TRUE,High
Alicia Vasquez,22,Male,4.940907981,133,93,95,85,FALSE,Low
Jeffrey Wagner,25,Female,5.084199711,90,65,77,55,TRUE,High
Lisa Bush,39,Male,1.322905548,122,91,45,82,TRUE,Low
Patricia Johnston,26,Female,3.633749511,110,75,56,43,TRUE,Low
Kyle Washington,44,Male,2.004467961,142,46,59,56,TRUE,Low
Amanda Griffith PhD,19,Male,3.580922893,80,50,46,87,TRUE,Low
Melinda Conner,27,Female,9.046339595,109,83,44,97,TRUE,High
Jamie Lewis,30,Female,3.998813348,120,43,45,67,TRUE,Low
Mathew Tate,38,Male,4.895958385,121,85,84,54,TRUE,Low
Wesley Campbell,24,Male,7.146330528,101,87,93,69,TRUE,High
Elizabeth Knox,39,Male,7.043047873,133,66,63,68,FALSE,High
Mary Williams,32,Male,9.394213335,89,92,86,100,FALSE,High
Grace Bowers,30,Male,3.435842413,85,68,92,46,FALSE,Low
Megan Franklin,34,Female,3.838578672,141,91,94,46,TRUE,Low
James Shelton,42,Female,1.937549017,117,85,79,51,TRUE,Low
Sandra Bush,23,Male,5.036296387,141,40,72,94,FALSE,High
Denise Warren,44,Female,9.672743666,100,43,59,93,FALSE,High
Bradley Mata,20,Male,9.027879407,90,51,94,78,TRUE,High
Victoria Page,35,Female,8.082831357,83,55,83,88,TRUE,High
Christopher Thomas,26,Female,9.306879696,130,51,100,66,FALSE,High
Justin Smith,29,Male,3.857663573,90,77,49,48,TRUE,Low
Donald Higgins,19,Female,4.652055462,80,97,60,64,FALSE,Low
Oscar Martinez,43,Male,6.925035112,137,95,50,50,TRUE,High
Patricia Kelly,32,Male,1.964900411,148,56,60,58,TRUE,Low
John Gonzalez,34,Female,3.32602162,108,96,92,98,FALSE,Low
Scott White,34,Female,4.892513095,150,55,98,100,TRUE,Low
Karen West,21,Female,3.764814618,149,100,47,48,TRUE,Low
Holly Jenkins,23,Female,3.106950748,142,82,96,55,TRUE,Low
Angela Cook,18,Female,3.983682293,100,68,42,65,TRUE,Low
Anne Chang,21,Female,8.914512396,147,78,85,88,TRUE,High
Lindsey Nguyen,43,Female,6.978891831,112,45,63,82,TRUE,High
Paul Butler,38,Male,7.843828924,141,79,56,69,TRUE,High
Derrick Baldwin,18,Male,8.078633446,133,98,85,57,FALSE,High
Julie Miranda,44,Female,1.958305713,80,72,96,78,TRUE,Low
William Valentine,30,Male,8.296229597,102,90,76,98,FALSE,High
Curtis Richard,25,Male,4.748865018,144,45,45,83,FALSE,Low
Michael Brooks,33,Male,6.208976022,116,52,67,64,TRUE,High
Matthew Melendez,19,Female,8.119112755,102,54,93,95,TRUE,High
Joshua Meadows,25,Female,3.516137553,89,56,73,100,TRUE,Low
Jon Thornton,20,Male,8.391899179,137,65,89,88,TRUE,High
Tammy Dawson MD,31,Male,2.094686035,147,82,66,47,FALSE,Low
Alicia Lowe,35,Female,1.556436168,116,99,98,96,TRUE,Low
Matthew Adkins,23,Male,6.117003278,116,69,61,66,FALSE,High
Ryan Kennedy,33,Male,8.818895243,149,57,85,86,TRUE,High
Heather Murray,43,Female,3.48821365,122,83,64,72,TRUE,Low
Amber Merritt,38,Male,2.777121504,138,66,87,73,FALSE,Low
Gina Rodriguez,33,Male,2.831085047,123,90,43,43,FALSE,Low
Brenda Murphy,44,Female,5.326736315,84,41,47,67,FALSE,High
Kristin Campbell,40,Female,9.545227408,101,82,45,75,FALSE,High
Gregory Larson,37,Male,9.097865937,146,46,69,62,FALSE,High
Jonathan Hopkins,33,Female,7.115117797,149,50,79,53,FALSE,High
Anthony Oconnor,20,Male,1.870496289,149,68,91,90,FALSE,Low
Kenneth Mack,21,Female,3.934762517,83,69,76,72,FALSE,Low
Andrea Webb,36,Female,8.296376115,92,88,84,79,TRUE,High
Carlos Woods,30,Male,4.851786979,106,48,77,93,FALSE,Low
Ryan Goodman,19,Female,6.963658675,129,85,83,67,TRUE,High
Robert Jackson MD,41,Male,3.521010874,131,44,96,69,TRUE,Low
Donald Bennett,44,Male,4.224703539,107,84,95,59,FALSE,Low
Charles Thompson,35,Female,5.031178253,99,89,74,85,FALSE,High
Thomas Mcneil,20,Male,8.354989525,142,65,50,86,FALSE,High
Jesse Charles,26,Male,1.89371764,123,84,56,94,FALSE,Low
Dawn Brown,23,Male,2.962133139,146,91,76,42,FALSE,Low
James Sosa,34,Female,4.995738261,125,70,96,86,TRUE,Low
Nicole Caldwell,35,Female,6.26817266,121,57,88,71,TRUE,High
Cory Walker,41,Female,6.484111181,134,82,82,99,TRUE,High
Bradley Cherry,26,Male,5.521606684,80,89,68,46,TRUE,High
Stacy Jones,31,Female,4.622096232,95,93,87,68,FALSE,Low
Victoria Kelly,39,Female,2.299195774,89,75,82,58,TRUE,Low
Deanna Wallace,35,Female,2.115762622,90,49,63,46,TRUE,Low
John Guzman,23,Male,6.121347753,129,47,53,56,TRUE,High
Shannon Hill,28,Female,3.042671456,108,51,59,80,TRUE,Low
Rhonda Henson,34,Female,3.358108636,118,99,98,64,TRUE,Low
Trevor Kelly,45,Female,7.910664196,140,42,45,48,FALSE,High
Laura Johnson,29,Female,5.173499327,118,47,70,82,FALSE,High
Jason Smith,24,Female,6.478169918,149,94,92,95,FALSE,High
Paula Jenkins,34,Male,5.097964367,122,80,80,98,FALSE,High
Amanda Jordan,39,Female,4.227804363,103,64,93,80,FALSE,Low
Alexis Cox,45,Female,4.395252473,124,99,65,84,FALSE,Low
John Lee Jr.,21,Female,4.449674319,142,50,41,48,TRUE,Low
Melissa Taylor,38,Female,3.289547132,144,91,93,56,FALSE,Low
Angela Cook,28,Male,3.137863274,118,43,65,83,TRUE,Low
Brandy Patterson,38,Female,2.361030607,94,60,46,80,TRUE,Low
David Cruz,36,Male,8.042207302,97,50,65,63,FALSE,High
Brian Allen,39,Female,7.504304101,90,83,77,90,TRUE,High
Sarah Rice,44,Male,8.691350657,86,79,100,90,FALSE,High
Bethany Dudley,33,Female,1.728878587,145,80,82,89,FALSE,Low
Benjamin Abbott,31,Female,6.375366417,136,59,41,81,FALSE,High
Andrea Roach MD,39,Male,8.47875596,126,79,65,84,TRUE,High
Michael Murray,44,Male,3.528203112,118,44,85,59,TRUE,Low
Scott Bryan,28,Male,7.442894153,125,67,100,71,TRUE,High
Melanie Ryan,19,Male,6.110033118,95,65,72,55,TRUE,High
William Dalton,23,Female,2.385926656,135,49,78,49,FALSE,Low
Casey Kim,41,Female,2.20805709,119,73,70,63,TRUE,Low
Kimberly Johnson,30,Male,7.713259939,103,99,46,98,TRUE,High
Michael Morris,32,Female,9.927859974,150,48,98,77,FALSE,High
Jonathan Gonzalez,38,Male,4.972056362,81,55,65,84,FALSE,Low
Jacob Patterson,18,Female,6.790087362,146,45,52,93,TRUE,High
Courtney Quinn,38,Female,2.040381741,84,72,49,54,TRUE,Low
Ashley Richard,24,Female,6.552167054,90,87,70,55,TRUE,High
Daniel White,26,Female,4.936245637,140,82,43,79,FALSE,Low
Sean Robertson,37,Female,6.598462533,136,87,71,60,TRUE,High
Ashley Gregory,19,Male,5.585638925,150,47,91,40,TRUE,High
Garrett Atkinson,37,Male,7.128911501,140,57,52,50,TRUE,High
Laura Sims,19,Female,8.194562039,133,69,92,51,FALSE,High
Charles Clark,32,Male,7.501012155,121,75,82,65,FALSE,High
Christopher Wagner,45,Male,7.377396751,129,73,93,85,FALSE,High
Timothy Clark,45,Male,5.031324789,96,89,75,82,FALSE,High
Edward Kidd,44,Male,8.795930538,130,53,96,59,TRUE,High
Crystal Gray,33,Male,5.754295961,138,74,57,96,FALSE,High
Stephanie Baker,39,Male,3.025379465,121,52,65,88,FALSE,Low
Elizabeth Torres,42,Female,2.513724025,121,81,96,74,TRUE,Low
Hector Pierce,40,Male,6.458386753,105,57,47,98,TRUE,High
Paul Walker,39,Female,1.246033142,90,95,69,54,TRUE,Low
Jacqueline Howe,30,Male,6.232273344,92,77,95,92,FALSE,High
Brooke Guerrero,28,Female,7.98046457,119,67,78,45,FALSE,High
Kara Hawkins,33,Male,3.028576698,115,43,86,67,FALSE,Low
Jennifer Carey,33,Male,4.808270253,122,45,84,79,TRUE,Low
Melissa Aguilar,24,Male,7.314288103,102,44,75,96,TRUE,High
Cassandra Cortez,35,Female,7.236367326,85,70,53,77,FALSE,High
Kelly Watson,45,Female,6.691137824,89,68,62,79,TRUE,High
Steven Green,22,Male,3.978938966,101,48,74,44,FALSE,Low
Monica Robles,18,Male,6.474876225,100,93,90,91,TRUE,High
Brian Miller,20,Male,4.585154166,102,90,74,77,TRUE,Low
Stephanie Gonzalez,33,Male,9.348143285,84,53,45,95,FALSE,High
Brittany Jackson MD,39,Female,8.323254078,86,50,82,73,TRUE,High
Patricia Huffman,38,Male,9.429120674,110,51,60,42,FALSE,High
Devin Duncan,33,Male,1.75614759,93,49,52,55,FALSE,Low
Steven Allen,19,Female,6.486757745,117,48,56,45,TRUE,High
Justin Carey,28,Male,2.660551042,120,69,89,60,FALSE,Low
Alyssa Neal,35,Female,6.01486791,141,72,81,42,FALSE,High
Patricia Austin,19,Female,9.706680039,93,74,48,72,FALSE,High
Michael Duke,18,Male,4.530186862,82,49,66,72,TRUE,Low
Crystal Clark,38,Female,5.31718912,102,65,89,87,TRUE,High
Jacob Kim,35,Female,3.571273799,127,61,40,45,TRUE,Low
Jason Winters,30,Male,2.512387767,147,57,58,75,FALSE,Low
Alexander Romero,45,Male,6.501786425,116,97,93,50,FALSE,High
Brandon Daniel,44,Female,3.464368784,130,50,51,49,TRUE,Low
Logan Aguirre,31,Female,4.332274337,113,88,100,79,FALSE,Low
Christopher Newton,35,Female,5.492759444,149,78,73,47,TRUE,High
Donna English,25,Female,4.550930745,142,88,58,57,TRUE,Low
Hailey Campbell,40,Male,4.395422552,116,82,91,75,TRUE,Low
Brad Wright,41,Female,1.016358423,109,97,89,66,FALSE,Low
Calvin Barnes,37,Male,7.891723434,96,74,87,84,TRUE,High
Richard Patrick,20,Male,3.945984971,91,78,91,67,TRUE,Low
Kendra Bailey,23,Female,7.781665662,122,91,92,87,FALSE,High
Danielle Hill,36,Female,5.278128688,113,61,94,78,TRUE,High
Nathaniel Cunningham,22,Female,8.049882049,137,49,87,74,TRUE,High
Andrew Greer,24,Female,9.741407812,136,78,97,93,FALSE,High
Alicia Rodgers,33,Female,3.908998458,88,51,42,47,TRUE,Low
Christina Christensen,29,Female,9.123809699,118,75,94,66,FALSE,High
Laura Johnson,20,Male,8.340735005,80,81,76,89,TRUE,High
Amy Meyers,24,Female,1.394119748,97,70,57,99,TRUE,Low
Jane Schwartz,41,Female,8.909353563,106,57,53,95,FALSE,High
Daniel Miller,42,Male,3.143347412,88,87,71,42,FALSE,Low
Justin Jordan,29,Female,3.775136978,126,68,78,94,FALSE,Low
Emily Jones,37,Female,2.018190349,137,98,75,47,TRUE,Low
William Ellis,27,Male,9.514446934,131,84,100,85,FALSE,High
Christopher Joseph,21,Female,9.234108778,118,77,84,64,TRUE,High
Marc Zamora,38,Male,9.446321165,143,52,82,92,TRUE,High
Angela Gregory,22,Male,6.132442165,131,48,74,45,TRUE,High
Noah Welch,30,Female,2.175964132,101,95,93,87,TRUE,Low
Renee Lucas,34,Male,6.86979611,147,83,95,73,FALSE,High
Megan Gamble MD,37,Female,8.493256108,93,96,94,74,TRUE,High
April Davis,24,Male,6.18040505,120,70,45,69,TRUE,High
Brian Smith,42,Male,1.42779685,84,79,44,87,TRUE,Low
David Patterson,42,Male,1.014769304,130,76,88,59,FALSE,Low
Michael Kelly,40,Female,4.730761226,87,79,71,96,FALSE,Low
Kayla Price,23,Male,9.140764693,138,59,46,89,TRUE,High
Andre Wheeler,43,Female,7.327858101,114,59,70,48,TRUE,High
Rebecca Walsh,20,Male,7.312551008,150,76,85,50,FALSE,High
Benjamin Reyes,22,Male,4.94005831,111,71,76,85,FALSE,Low
Wendy Johnson,31,Female,4.776556515,129,82,88,66,FALSE,Low
Andrew Lewis,42,Female,7.861831868,101,89,91,48,TRUE,High
Jamie Hahn,39,Male,9.379037201,104,62,52,63,TRUE,High
Megan Hanson,27,Female,3.21344014,100,79,46,54,FALSE,Low
Laurie Kirk,31,Male,3.104150734,126,87,91,78,TRUE,Low
Bruce Clark,18,Female,8.563249688,95,80,75,53,TRUE,High
Willie Davila,38,Female,7.482803847,104,45,67,82,FALSE,High
Alice Perez,25,Male,9.505670183,81,46,72,86,TRUE,High
Edward Ortiz,32,Female,8.714829833,115,91,66,63,FALSE,High
Hayley Bennett,19,Male,8.645756307,105,64,43,48,FALSE,High
Stephanie Wilson,18,Male,8.662751175,86,77,45,47,FALSE,High
Nathan Snyder,40,Male,4.600031286,110,82,77,59,FALSE,Low
Eric Greene,35,Female,9.919355727,108,59,59,63,TRUE,High
Katie Hall,24,Male,4.231182889,138,61,48,62,FALSE,Low
David Pruitt,32,Female,1.032934392,128,75,65,98,FALSE,Low
Tracy Gillespie,37,Female,6.936121846,110,97,89,63,FALSE,High
Leslie Hunt,19,Male,3.407032233,81,65,91,72,FALSE,Low
Gail Morris DDS,32,Female,2.454612945,129,54,91,45,FALSE,Low
Michael Lane,31,Female,6.285784938,112,51,99,63,TRUE,High
Jessica Ayala,43,Male,1.164785918,115,53,77,86,TRUE,Low
Stephanie Cook,32,Female,2.400987544,102,93,77,80,TRUE,Low
Melissa Campbell,42,Male,7.315599115,111,73,40,42,FALSE,High
Tonya Hunter,27,Male,3.474778195,133,55,88,54,FALSE,Low
Eric Reyes,44,Female,6.11338409,120,90,60,61,FALSE,High
Billy Wells,44,Male,4.850088467,112,87,41,99,TRUE,Low
George Allen DVM,38,Male,8.012718116,94,82,46,57,TRUE,High
Adam Werner,39,Female,2.408920604,150,77,92,80,FALSE,Low
Lance Reyes,26,Female,2.129876362,109,93,61,90,FALSE,Low
John Franklin,18,Female,2.777797149,141,58,76,49,FALSE,Low
Nancy Meza,43,Female,8.390654704,124,77,83,83,TRUE,High
Brendan Taylor,38,Male,8.531832955,93,68,57,85,TRUE,High
Courtney Thomas,20,Female,7.279615626,123,53,83,99,TRUE,High
Veronica Juarez,32,Female,9.080652024,137,97,97,58,FALSE,High
Sarah Hansen,37,Male,1.471854408,136,44,65,53,TRUE,Low
Collin Kaufman,29,Female,2.332279427,126,47,68,66,FALSE,Low
Sandra Berry,30,Female,5.942260261,135,60,48,94,TRUE,High
Joan Turner,42,Female,8.318646729,109,55,55,51,FALSE,High
Angela Ryan,18,Male,5.623686858,142,93,62,54,FALSE,High
Caroline Duran,27,Female,6.637410069,128,85,71,56,TRUE,High
Margaret Lewis,31,Male,3.584694443,130,74,80,68,FALSE,Low
Anne Peterson,22,Male,2.208196837,87,40,45,94,TRUE,Low
Brenda Parker,42,Male,2.091826111,93,100,64,48,TRUE,Low
Daniel Rodriguez,23,Male,2.940928414,99,78,77,77,TRUE,Low
Justin Lowe,29,Male,4.43198333,143,100,65,68,TRUE,Low
Anna Bryant MD,31,Male,3.570887008,103,45,51,74,FALSE,Low
Samuel Henson,44,Female,8.755648405,148,46,78,42,FALSE,High
Deanna Brown,38,Male,7.571270631,86,78,49,89,TRUE,High
Heather Evans,45,Male,3.360599384,143,40,92,58,TRUE,Low
Patricia Ho,30,Male,1.032808999,110,46,65,40,FALSE,Low
Veronica Miranda,42,Female,8.879003115,103,57,51,62,TRUE,High
Sydney Thomas,32,Female,1.843347967,109,88,58,91,TRUE,Low
Kaitlyn Mason,37,Female,8.624525019,119,69,42,76,TRUE,High
Marcus Anderson,28,Female,2.955456468,81,93,71,83,TRUE,Low
Brandon Davis,27,Female,7.684755428,116,51,89,59,TRUE,High
Beth Little,32,Female,6.583437183,81,81,72,79,TRUE,High
Angel Moon,30,Female,2.401454093,84,51,83,99,FALSE,Low
Samuel Johnson,33,Female,9.838861573,119,59,46,84,FALSE,High
Kimberly Sanchez,26,Female,6.584820778,146,65,48,78,TRUE,High
Jason Brown,36,Male,9.558575672,116,59,82,40,TRUE,High
Lisa Smith,45,Female,3.775497524,87,90,82,92,TRUE,Low
Daniel Galloway,31,Male,2.872750304,119,95,43,62,FALSE,Low
Daniel Roach,20,Male,9.474385257,150,89,80,89,FALSE,High
Cindy Bruce,44,Female,5.41187963,133,49,42,81,FALSE,High
Alexis Barnes,19,Female,6.589595266,109,65,78,83,FALSE,High
Elizabeth Hunter,44,Male,3.775901572,85,86,94,52,TRUE,Low
Tommy Smith,29,Female,5.688286359,104,66,95,74,FALSE,High
Danielle Perry,22,Male,7.568219139,105,68,70,73,TRUE,High
Laura Kim,43,Female,3.537114818,87,78,42,69,TRUE,Low
Jennifer Martin,45,Male,2.476855429,141,70,81,67,FALSE,Low
John Parker,45,Male,5.647098454,134,47,60,81,TRUE,High
Jennifer Adams,39,Female,1.26710684,143,69,52,51,FALSE,Low
